ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
duogutujia,Duogu_Tujia,nort2732,Northern Tujia,tji,Eurasia,29.3016,109.759,Sino-Tibetan
tashatujia,Tasha_Tujia,nort2732,Northern Tujia,tji,Eurasia,29.3016,109.759,Sino-Tibetan
tanxitujia,Tanxi_Tujia,sout2739,Southern Tujia,tjs,Eurasia,28.2368,110.022,Sino-Tibetan
boluotujia,Boluo_Tujia,sout2739,Southern Tujia,tjs,Eurasia,28.2368,110.022,Sino-Tibetan
dianfangtujia,Dianfang_Tujia,nort2732,Northern Tujia,tji,Eurasia,29.3016,109.759,Sino-Tibetan
