ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
tashatujia-42_i-1,,tashatujia,42_i,ŋa24,ŋ.a.²⁴,ŋ a ²⁴,,Starostin2013,,false,^ ŋ . a . ²⁴$,default
duogutujia-42_i-1,,duogutujia,42_i,ŋa24,ŋ.a.²⁴,ŋ a ²⁴,,Starostin2013,,false,^ ŋ . a . ²⁴$,default
dianfangtujia-42_i-1,,dianfangtujia,42_i,ŋa35,ŋ.a.³⁵,ŋ a ³⁵,,Starostin2013,,false,^ ŋ . a . ³⁵$,default
boluotujia-42_i-1,,boluotujia,42_i,ŋo33,ŋ.o.³³,ŋ o ³³,,Starostin2013,,false,^ ŋ . o . ³³$,default
tanxitujia-42_i-1,,tanxitujia,42_i,ŋo33,ŋ.o.³³,ŋ o ³³,,Starostin2013,,false,^ ŋ . o . ³³$,default
tashatujia-1_all-1,,tashatujia,1_all,xu24-ni55,x.u.²⁴.n.i.⁵⁵,x u ²⁴ + n i ⁵⁵,,Starostin2013,,false,^ x . u . ²⁴ . n . i . ⁵⁵$,default
duogutujia-1_all-1,,duogutujia,1_all,xu24-ni44,x.u.²⁴.n.i.⁴⁴,x u ²⁴ + n i ⁴⁴,,Starostin2013,,false,^ x . u . ²⁴ . n . i . ⁴⁴$,default
dianfangtujia-1_all-1,,dianfangtujia,1_all,xu35-ni55,x.u.³⁵.n.i.⁵⁵,x u ³⁵ + n i ⁵⁵,,Starostin2013,,false,^ x . u . ³⁵ . n . i . ⁵⁵$,default
boluotujia-1_all-1,,boluotujia,1_all,bu13=li53,b.u.¹³.l.i.⁵³,b u ¹³ + l i ⁵³,,Starostin2013,,false,^ b . u . ¹³ . l . i . ⁵³$,default
tanxitujia-1_all-1,,tanxitujia,1_all,bu13,b.u.¹³,b u ¹³,,Starostin2013,,false,^ b . u . ¹³$,default
